  0.0000E+00  0.0000E+00  0.1000E+01
  0.5000E-01  0.0000E+00  0.1000E+01
  0.1000E+00  0.0000E+00  0.1000E+01
  0.1500E+00  0.0000E+00  0.1000E+01
  0.2000E+00  0.0000E+00  0.1000E+01
  0.2500E+00  0.0000E+00  0.1000E+01
  0.3000E+00  0.0000E+00  0.1000E+01
  0.3500E+00  0.0000E+00  0.1000E+01
  0.4000E+00  0.0000E+00  0.1000E+01
  0.4500E+00  0.0000E+00  0.1000E+01
  0.5000E+00  0.0000E+00  0.1000E+01
  0.5500E+00  0.0000E+00  0.1000E+01
  0.6000E+00  0.0000E+00  0.1000E+01
  0.6500E+00  0.0000E+00  0.1000E+01
  0.7000E+00  0.0000E+00  0.1000E+01
  0.7500E+00  0.0000E+00  0.1000E+01
  0.8000E+00  0.0000E+00  0.1000E+01
  0.8500E+00  0.0000E+00  0.1000E+01
  0.9000E+00  0.0000E+00  0.1000E+01
  0.9500E+00  0.0000E+00  0.1000E+01
  0.1000E+01  0.0000E+00  0.1000E+01

  0.0000E+00  0.5000E-01  0.1000E+01
  0.5000E-01  0.5000E-01  0.9858E+00
  0.1000E+00  0.5000E-01  0.9721E+00
  0.1500E+00  0.5000E-01  0.9591E+00
  0.2000E+00  0.5000E-01  0.9471E+00
  0.2500E+00  0.5000E-01  0.9366E+00
  0.3000E+00  0.5000E-01  0.9276E+00
  0.3500E+00  0.5000E-01  0.9205E+00
  0.4000E+00  0.5000E-01  0.9153E+00
  0.4500E+00  0.5000E-01  0.9122E+00
  0.5000E+00  0.5000E-01  0.9111E+00
  0.5500E+00  0.5000E-01  0.9122E+00
  0.6000E+00  0.5000E-01  0.9153E+00
  0.6500E+00  0.5000E-01  0.9205E+00
  0.7000E+00  0.5000E-01  0.9276E+00
  0.7500E+00  0.5000E-01  0.9366E+00
  0.8000E+00  0.5000E-01  0.9471E+00
  0.8500E+00  0.5000E-01  0.9591E+00
  0.9000E+00  0.5000E-01  0.9721E+00
  0.9500E+00  0.5000E-01  0.9858E+00
  0.1000E+01  0.5000E-01  0.1000E+01

  0.0000E+00  0.1000E+00  0.1000E+01
  0.5000E-01  0.1000E+00  0.9721E+00
  0.1000E+00  0.1000E+00  0.9449E+00
  0.1500E+00  0.1000E+00  0.9192E+00
  0.2000E+00  0.1000E+00  0.8957E+00
  0.2500E+00  0.1000E+00  0.8749E+00
  0.3000E+00  0.1000E+00  0.8572E+00
  0.3500E+00  0.1000E+00  0.8432E+00
  0.4000E+00  0.1000E+00  0.8329E+00
  0.4500E+00  0.1000E+00  0.8267E+00
  0.5000E+00  0.1000E+00  0.8247E+00
  0.5500E+00  0.1000E+00  0.8267E+00
  0.6000E+00  0.1000E+00  0.8329E+00
  0.6500E+00  0.1000E+00  0.8432E+00
  0.7000E+00  0.1000E+00  0.8572E+00
  0.7500E+00  0.1000E+00  0.8749E+00
  0.8000E+00  0.1000E+00  0.8957E+00
  0.8500E+00  0.1000E+00  0.9192E+00
  0.9000E+00  0.1000E+00  0.9449E+00
  0.9500E+00  0.1000E+00  0.9721E+00
  0.1000E+01  0.1000E+00  0.1000E+01

  0.0000E+00  0.1500E+00  0.1000E+01
  0.5000E-01  0.1500E+00  0.9591E+00
  0.1000E+00  0.1500E+00  0.9192E+00
  0.1500E+00  0.1500E+00  0.8816E+00
  0.2000E+00  0.1500E+00  0.8470E+00
  0.2500E+00  0.1500E+00  0.8165E+00
  0.3000E+00  0.1500E+00  0.7907E+00
  0.3500E+00  0.1500E+00  0.7701E+00
  0.4000E+00  0.1500E+00  0.7550E+00
  0.4500E+00  0.1500E+00  0.7460E+00
  0.5000E+00  0.1500E+00  0.7429E+00
  0.5500E+00  0.1500E+00  0.7460E+00
  0.6000E+00  0.1500E+00  0.7550E+00
  0.6500E+00  0.1500E+00  0.7701E+00
  0.7000E+00  0.1500E+00  0.7907E+00
  0.7500E+00  0.1500E+00  0.8165E+00
  0.8000E+00  0.1500E+00  0.8470E+00
  0.8500E+00  0.1500E+00  0.8816E+00
  0.9000E+00  0.1500E+00  0.9192E+00
  0.9500E+00  0.1500E+00  0.9591E+00
  0.1000E+01  0.1500E+00  0.1000E+01

  0.0000E+00  0.2000E+00  0.1000E+01
  0.5000E-01  0.2000E+00  0.9471E+00
  0.1000E+00  0.2000E+00  0.8957E+00
  0.1500E+00  0.2000E+00  0.8470E+00
  0.2000E+00  0.2000E+00  0.8025E+00
  0.2500E+00  0.2000E+00  0.7630E+00
  0.3000E+00  0.2000E+00  0.7297E+00
  0.3500E+00  0.2000E+00  0.7030E+00
  0.4000E+00  0.2000E+00  0.6837E+00
  0.4500E+00  0.2000E+00  0.6719E+00
  0.5000E+00  0.2000E+00  0.6680E+00
  0.5500E+00  0.2000E+00  0.6719E+00
  0.6000E+00  0.2000E+00  0.6837E+00
  0.6500E+00  0.2000E+00  0.7030E+00
  0.7000E+00  0.2000E+00  0.7297E+00
  0.7500E+00  0.2000E+00  0.7630E+00
  0.8000E+00  0.2000E+00  0.8025E+00
  0.8500E+00  0.2000E+00  0.8470E+00
  0.9000E+00  0.2000E+00  0.8957E+00
  0.9500E+00  0.2000E+00  0.9471E+00
  0.1000E+01  0.2000E+00  0.1000E+01

  0.0000E+00  0.2500E+00  0.1000E+01
  0.5000E-01  0.2500E+00  0.9366E+00
  0.1000E+00  0.2500E+00  0.8749E+00
  0.1500E+00  0.2500E+00  0.8165E+00
  0.2000E+00  0.2500E+00  0.7630E+00
  0.2500E+00  0.2500E+00  0.7158E+00
  0.3000E+00  0.2500E+00  0.6757E+00
  0.3500E+00  0.2500E+00  0.6438E+00
  0.4000E+00  0.2500E+00  0.6205E+00
  0.4500E+00  0.2500E+00  0.6064E+00
  0.5000E+00  0.2500E+00  0.6017E+00
  0.5500E+00  0.2500E+00  0.6064E+00
  0.6000E+00  0.2500E+00  0.6205E+00
  0.6500E+00  0.2500E+00  0.6438E+00
  0.7000E+00  0.2500E+00  0.6757E+00
  0.7500E+00  0.2500E+00  0.7158E+00
  0.8000E+00  0.2500E+00  0.7630E+00
