  0.0000E+00  0.0000E+00  0.1649E-22
  0.0000E+00  0.0000E+00  0.4584E-40
  0.0000E+00  0.0000E+00  0.1649E-22
  0.0000E+00  0.0000E+00  0.4584E-40
  0.0000E+00  0.0000E+00  0.1335E-37
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.1335E-37
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.1384E-37
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00 -0.1748E-37
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.4095E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00 -0.3065E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00 -0.3220E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.3544E-18
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00 -0.9127E-28

  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.1062E-37
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.7106E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.3041E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.5918E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00 -0.7613E-28
  0.0000E+00  0.0000E+00         NaN
  0.0000E+00  0.0000E+00  0.4909E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.3871E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.9869E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.9275E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.8680E-28
  0.0000E+00  0.0000E+00  0.0000E+00

  0.0000E+00  0.0000E+00 -0.8086E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.7532E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.6938E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.6343E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.5749E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.7484E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.6890E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.6295E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.5701E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.5107E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.4781E-28

  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.4484E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.4187E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.3890E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.3593E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.3296E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.2999E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.3846E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.3569E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.3272E-28
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00 -0.2975E-28
